"Severity","Appender","Date","Time","Category","Message"
"ERROR","TOYSFORSHOTS","09/15/2011","12:32:31","ROOT","Page Not Found"
"WARN","TOYSFORSHOTS","09/15/2011","12:34:57","coldbox.system.interceptors.SES","Invalid Extension Detected: cfm detected but it is not in the valid extension list: json,jsont,xml,html,htm,rss"
"WARN","TOYSFORSHOTS","09/15/2011","12:35:49","coldbox.system.interceptors.SES","Invalid Extension Detected: cfm detected but it is not in the valid extension list: json,jsont,xml,html,htm,rss"
"WARN","TOYSFORSHOTS","09/15/2011","12:35:49","ROOT","Invalid Event: foo.cfm.index"
"WARN","TOYSFORSHOTS","09/15/2011","12:36:04","coldbox.system.interceptors.SES","Invalid Extension Detected: cfm detected but it is not in the valid extension list: json,jsont,xml,html,htm,rss"
"WARN","TOYSFORSHOTS","09/15/2011","12:36:04","ROOT","Invalid Event: foo.cfm.index"
"WARN","TOYSFORSHOTS","09/15/2011","12:36:24","ROOT","Invalid Event: foo.index"
"WARN","TOYSFORSHOTS","09/15/2011","12:36:28","ROOT","Invalid Event: foo.index"
"WARN","TOYSFORSHOTS","09/15/2011","12:37:23","coldbox.system.interceptors.SES","Invalid Extension Detected: cfm detected but it is not in the valid extension list: json,jsont,xml,html,htm,rss"
"WARN","TOYSFORSHOTS","09/15/2011","12:37:23","ROOT","Invalid Event: foo.bar.cfm"
"ERROR","TOYSFORSHOTS","09/15/2011","12:44:27","coldbox.system.interceptors.Autowire","Error autowiring controllers.Main. Error building: hothTracker -> The value returned from the init function is not of type Hoth.HothTracker. If the component name is specified as a return type, it is possible that either a definition file for the component cannot be found or is not accessible. with constructor arguments: {1={[(Component=toysforshots.config.HothConfig)]}} Mapping: {DICONSTRUCTORARGS={[{JAVACAST={null},NAME={1},DSL={null},REQUIRED={true},SCOPE={variables},VALUE={[(Component=toysforshots.config.HothConfig)]},REF={null}}]},DIPROPERTIES={[]},PROVIDERMETHODS={[]},NAME={hothTracker},DSL={},DISCOVERED={true},SCOPE={singleton},AUTOASPECTBINDING={true},PATH={toysforshots.cfc.com.hoth.HothTracker},AUTOINIT={true},EAGERINIT={false},DISETTERS={[]},ALIAS={[hothTracker]},ONDICOMPLETE={[]},VALUE={},METADATA={{ACCESSORS={false},NAME={toysforshots.cfc.com.hoth.HothTracker},FULLNAME={toysforshots.cfc.com.hoth.HothTracker},FUNCTIONS={[Ljava.lang.Object;@4c445c13},HINT={Aaron Greenlee http://aarongreenlee.com/ This work is licensed under a Creative Commons Attribution-Share-Alike 3.0 Unported License. // Original Info ----------------------------------------------------------- Author			: Aaron Greenlee Created      	: 10/01/2010 HothTracker is responsible for accepting a exception, tracking the frequency of the exception and alerting developers for new, unique exceptions. // Modifications :--------------------------------------------------------- Modified		: 	12/13/2010 9:52:41 AM by Aaron Greenlee. -	Now supporting ColdBox 3.0 RC1},PATH={C:\www\toysforshots\cfc\com\hoth\HothTracker.cfc},EXTENDS={{PATH={C:\ColdFusion9\wwwroot\WEB-INF\cftags\component.cfc},NAME={WEB-INF.cftags.component},FULLNAME={WEB-INF.cftags.component},TYPE={component}}},TYPE={component}}},AUTOWIRE={true},CACHE={{KEY={},PROVIDER={default},LASTACCESSTIMEOUT={},TIMEOUT={}}},DIMETHODARGS={[]},METHOD={},CONSTRUCTOR={init},ASPECT={false},TYPE={cfc}}, Stacktrace: coldfusion.runtime.UDFMethod$InvalidReturnTypeException: The value returned from the init function is not of type Hoth.HothTracker.  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:433)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:517)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:496)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:355)  	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2301)  	at coldfusion.tagext.lang.InvokeTag.doEndTag(InvokeTag.java:389)  	at coldfusion.runtime.CfJspPage._emptyTcfTag(CfJspPage.java:2723)  	at cfBuilder2ecfc1587816494$funcBUILDCFC.runFunction(C:\www\coldbox\system\ioc\Builder.cfc:100)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:491)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:337)  	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2360)  	at cfInjector2ecfc1108540354$funcBUILDINSTANCE.runFunction(C:\www\coldbox\system\ioc\Injector.cfc:288)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:491)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:337)  	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2360)  	at cfSingleton2ecfc958850115$funcGETFROMSCOPE.runFunction(C:\www\coldbox\system\ioc\scopes\Singleton.cfc:46)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:491)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:337)  	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2360)  	at cfInjector2ecfc1108540354$funcGETINSTANCE.runFunction(C:\www\coldbox\system\ioc\Injector.cfc:262)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:491)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:337)  	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2360)  	at cfBuilder2ecfc1587816494$funcGETMODELDSL.runFunction(C:\www\coldbox\system\ioc\Builder.cfc:426)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:517)  	at coldfusion.runtime.CfJspPage._invokeUDF(CfJspPage.java:2547)  	at cfBuilder2ecfc1587816494$funcBUILDDSLDEPENDENCY.runFunction(C:\www\coldbox\system\ioc\Builder.cfc:316)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:491)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:337)  	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2360)  	at cfInjector2ecfc1108540354$funcPROCESSINJECTION.runFunction(C:\www\coldbox\system\ioc\Injector.cfc:555)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)  	at coldfusion.runtime.CfJspPage._invokeUDF(CfJspPage.java:2582)  	at cfInjector2ecfc1108540354$funcAUTOWIRE.runFunction(C:\www\coldbox\system\ioc\Injector.cfc:462)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:517)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:496)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:355)  	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2301)  	at cfBeanFactory2ecfc1606003660$funcAUTOWIRE.runFunction(C:\www\coldbox\system\plugins\BeanFactory.cfc:284)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:517)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:496)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:355)  	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2301)  	at cfAutowire2ecfc1431457672$funcPROCESSAUTOWIRE.runFunction(C:\www\coldbox\system\interceptors\Autowire.cfc:136)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)  	at coldfusion.runtime.CfJspPage._invokeUDF(CfJspPage.java:2582)  	at cfAutowire2ecfc1431457672$funcAFTERHANDLERCREATION.runFunction(C:\www\coldbox\system\interceptors\Autowire.cfc:91)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:517)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:496)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:355)  	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2301)  	at coldfusion.tagext.lang.InvokeTag.doEndTag(InvokeTag.java:389)  	at cfInterceptorState2ecfc827384656$funcINVOKER.runFunction(C:\www\coldbox\system\web\context\InterceptorState.cfc:139)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)  	at coldfusion.runtime.CfJspPage._invokeUDF(CfJspPage.java:2582)  	at cfInterceptorState2ecfc827384656$funcPROCESS.runFunction(C:\www\coldbox\system\web\context\InterceptorState.cfc:86)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:491)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:337)  	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2360)  	at cfInterceptorService2ecfc1238056004$funcPROCESSSTATE.runFunction(C:\www\coldbox\system\web\services\InterceptorService.cfc:115)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:491)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:337)  	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2360)  	at cfHandlerService2ecfc1836579444$funcNEWHANDLER.runFunction(C:\www\coldbox\system\web\services\HandlerService.cfc:84)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)  	at coldfusion.runtime.CfJspPage._invokeUDF(CfJspPage.java:2582)  	at cfHandlerService2ecfc1836579444$funcGETHANDLER.runFunction(C:\www\coldbox\system\web\services\HandlerService.cfc:133)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:491)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:337)  	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2360)  	at cfController2ecfc1248261845$funcRUNEVENT.runFunction(C:\www\coldbox\system\web\Controller.cfc:494)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:491)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:337)  	at coldfusion.runtime.CfJspPage._invoke(CfJspPage.java:2360)  	at cfColdbox2ecfc1804120826$funcLOADCOLDBOX.runFunction(C:\www\coldbox\system\Coldbox.cfc:74)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)  	at coldfusion.runtime.CfJspPage._invokeUDF(CfJspPage.java:2582)  	at cfColdbox2ecfc1804120826$funcRELOADCHECKS.runFunction(C:\www\coldbox\system\Coldbox.cfc:102)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.filter.SilentFilter.invoke(SilentFilter.java:47)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)  	at coldfusion.runtime.CfJspPage._invokeUDF(CfJspPage.java:2582)  	at cfApplication2ecfc1041077531$funcONREQUESTSTART.runFunction(C:\www\toysforshots\Application.cfc:39)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:472)  	at coldfusion.runtime.UDFMethod$ReturnTypeFilter.invoke(UDFMethod.java:405)  	at coldfusion.runtime.UDFMethod$ArgumentCollectionFilter.invoke(UDFMethod.java:368)  	at coldfusion.filter.FunctionAccessFilter.invoke(FunctionAccessFilter.java:55)  	at coldfusion.runtime.UDFMethod.runFilterChain(UDFMethod.java:321)  	at coldfusion.runtime.UDFMethod.invoke(UDFMethod.java:220)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:491)  	at coldfusion.runtime.TemplateProxy.invoke(TemplateProxy.java:337)  	at coldfusion.runtime.AppEventInvoker.invoke(AppEventInvoker.java:88)  	at coldfusion.runtime.AppEventInvoker.onRequestStart(AppEventInvoker.java:258)  	at coldfusion.filter.ApplicationFilter.invoke(ApplicationFilter.java:349)  	at coldfusion.filter.RequestMonitorFilter.invoke(RequestMonitorFilter.java:48)  	at coldfusion.filter.MonitoringFilter.invoke(MonitoringFilter.java:40)  	at coldfusion.filter.PathFilter.invoke(PathFilter.java:94)  	at coldfusion.filter.LicenseFilter.invoke(LicenseFilter.java:27)  	at coldfusion.filter.ExceptionFilter.invoke(ExceptionFilter.java:70)  	at coldfusion.filter.ClientScopePersistenceFilter.invoke(ClientScopePersistenceFilter.java:28)  	at coldfusion.filter.BrowserFilter.invoke(BrowserFilter.java:38)  	at coldfusion.filter.NoCacheFilter.invoke(NoCacheFilter.java:46)  	at coldfusion.filter.GlobalsFilter.invoke(GlobalsFilter.java:38)  	at coldfusion.filter.DatasourceFilter.invoke(DatasourceFilter.java:22)  	at coldfusion.filter.CachingFilter.invoke(CachingFilter.java:62)  	at coldfusion.CfmServlet.service(CfmServlet.java:200)  	at coldfusion.bootstrap.BootstrapServlet.service(BootstrapServlet.java:89)  	at jrun.servlet.FilterChain.doFilter(FilterChain.java:86)  	at coldfusion.monitor.event.MonitoringServletFilter.doFilter(MonitoringServletFilter.java:42)  	at coldfusion.bootstrap.BootstrapFilter.doFilter(BootstrapFilter.java:46)  	at jrun.servlet.FilterChain.doFilter(FilterChain.java:94)  	at jrun.servlet.FilterChain.service(FilterChain.java:101)  	at jrun.servlet.ServletInvoker.invoke(ServletInvoker.java:106)  	at jrun.servlet.JRunInvokerChain.invokeNext(JRunInvokerChain.java:42)  	at jrun.servlet.JRunRequestDispatcher.invoke(JRunRequestDispatcher.java:286)  	at jrun.servlet.ServletEngineService.dispatch(ServletEngineService.java:543)  	at jrun.servlet.jrpp.JRunProxyService.invokeRunnable(JRunProxyService.java:203)  	at jrunx.scheduler.ThreadPool$DownstreamMetrics.invokeRunnable(ThreadPool.java:320)  	at jrunx.scheduler.ThreadPool$ThreadThrottle.invokeRunnable(ThreadPool.java:428)  	at jrunx.scheduler.ThreadPool$UpstreamMetrics.invokeRunnable(ThreadPool.java:266)  	at jrunx.scheduler.WorkerThread.run(WorkerThread.java:66)"
"WARN","TOYSFORSHOTS","09/15/2011","12:46:07","ROOT","Invalid Event: foo.index"
"WARN","TOYSFORSHOTS","09/15/2011","13:16:16","ROOT","Invalid Event: foo.index"
"WARN","TOYSFORSHOTS","09/16/2011","13:18:46","coldbox.system.interceptors.SES","Invalid Extension Detected: cfc detected but it is not in the valid extension list: json,jsont,xml,html,htm,rss"
"WARN","TOYSFORSHOTS","09/16/2011","13:18:46","ROOT","Invalid Event: componentutils.cfcexplorer.cfc"
"ERROR","TOYSFORSHOTS","09/16/2011","21:35:50","coldbox.system.ioc.Builder","Target: controllers.Main -> DSL Definition: {JAVACAST={null},NAME={hothTracker},DSL={model},REQUIRED={false},SCOPE={variables},VALUE={null},REF={null}} did not produce any resulting dependency"
"ERROR","TOYSFORSHOTS","09/16/2011","21:35:50","coldbox.system.interceptors.Autowire","Error autowiring controllers.Main. The DSL Definition {JAVACAST={null},NAME={hothTracker},DSL={model},REQUIRED={false},SCOPE={variables},VALUE={null},REF={null}} did not produce any resulting dependency The target requesting the dependency is: 'controllers.Main'"
"ERROR","TOYSFORSHOTS","09/16/2011","21:37:04","coldbox.system.ioc.Builder","Target: controllers.Main -> DSL Definition: {JAVACAST={null},NAME={hothTracker},DSL={model},REQUIRED={false},SCOPE={variables},VALUE={null},REF={null}} did not produce any resulting dependency"
"ERROR","TOYSFORSHOTS","09/16/2011","21:37:04","coldbox.system.interceptors.Autowire","Error autowiring controllers.Main. The DSL Definition {JAVACAST={null},NAME={hothTracker},DSL={model},REQUIRED={false},SCOPE={variables},VALUE={null},REF={null}} did not produce any resulting dependency The target requesting the dependency is: 'controllers.Main'"
"ERROR","TOYSFORSHOTS","09/16/2011","22:54:47","coldbox.system.ioc.Builder","Target: handlers.Gallery -> DSL Definition: {JAVACAST={null},NAME={galleryService},DSL={model},REQUIRED={false},SCOPE={variables},VALUE={null},REF={null}} did not produce any resulting dependency"
"ERROR","TOYSFORSHOTS","09/16/2011","22:54:47","coldbox.system.interceptors.Autowire","Error autowiring handlers.Gallery. The DSL Definition {JAVACAST={null},NAME={galleryService},DSL={model},REQUIRED={false},SCOPE={variables},VALUE={null},REF={null}} did not produce any resulting dependency The target requesting the dependency is: 'handlers.Gallery'"
"ERROR","TOYSFORSHOTS","09/16/2011","22:56:33","coldbox.system.ioc.Builder","Target: handlers.Gallery -> DSL Definition: {JAVACAST={null},NAME={galleryService},DSL={model},REQUIRED={false},SCOPE={variables},VALUE={null},REF={null}} did not produce any resulting dependency"
"ERROR","TOYSFORSHOTS","09/16/2011","22:56:33","coldbox.system.interceptors.Autowire","Error autowiring handlers.Gallery. The DSL Definition {JAVACAST={null},NAME={galleryService},DSL={model},REQUIRED={false},SCOPE={variables},VALUE={null},REF={null}} did not produce any resulting dependency The target requesting the dependency is: 'handlers.Gallery'"
"ERROR","TOYSFORSHOTS","09/16/2011","23:13:50","coldbox.system.interceptors.Autowire","Error autowiring handlers.Partials. Could not find the ColdFusion component or interface model.com.twitter.TwitterService. Ensure that the name is correct and that the component or interface exists."
"WARN","TOYSFORSHOTS","09/17/2011","07:38:23","ROOT","Invalid Event: muieblackcat.index"
"WARN","TOYSFORSHOTS","09/17/2011","07:38:23","coldbox.system.interceptors.SES","Invalid Extension Detected: php detected but it is not in the valid extension list: json,jsont,xml,html,htm,rss"
"WARN","TOYSFORSHOTS","09/17/2011","07:38:23","ROOT","Invalid Event: adminn.scripts"
"WARN","TOYSFORSHOTS","09/17/2011","07:38:24","coldbox.system.interceptors.SES","Invalid Extension Detected: php detected but it is not in the valid extension list: json,jsont,xml,html,htm,rss"
"WARN","TOYSFORSHOTS","09/17/2011","07:38:24","ROOT","Invalid Event: phpadmin_old.scripts"
"WARN","TOYSFORSHOTS","09/17/2011","07:38:24","coldbox.system.interceptors.SES","Invalid Extension Detected: php detected but it is not in the valid extension list: json,jsont,xml,html,htm,rss"
"WARN","TOYSFORSHOTS","09/17/2011","07:38:25","ROOT","Invalid Event: dbc.scripts"
"WARN","TOYSFORSHOTS","09/17/2011","07:38:25","coldbox.system.interceptors.SES","Invalid Extension Detected: php detected but it is not in the valid extension list: json,jsont,xml,html,htm,rss"
"WARN","TOYSFORSHOTS","09/17/2011","07:38:25","ROOT","Invalid Event: wp-phpmyadmin.phpmyadmin"
"WARN","TOYSFORSHOTS","09/17/2011","07:38:26","coldbox.system.interceptors.SES","Invalid Extension Detected: php detected but it is not in the valid extension list: json,jsont,xml,html,htm,rss"
